3.976923076923076650e+01,3.942424242424242209e+01,3.960000000000000142e+01,3.923333333333333428e+01,3.823684210526315752e+01,3.856666666666666998e+01,3.840740740740740478e+01,3.820833333333333570e+01,3.847826086956521863e+01,4.082857142857142918e+01,4.129411764705882604e+01,4.300000000000000000e+01,4.351851851851851904e+01,4.389285714285714590e+01,4.358620689655172242e+01,4.306250000000000000e+01,4.258333333333333570e+01,4.180769230769230660e+01,4.104166666666666430e+01,4.070833333333333570e+01,4.114285714285714590e+01,4.012121212121212466e+01,3.997297297297297547e+01,3.991304347826086740e+01
4.017647058823529704e+01,3.933333333333333570e+01,3.872413793103448398e+01,3.935294117647058698e+01,3.886842105263158231e+01,3.803846153846154010e+01,3.817241379310344485e+01,3.712500000000000000e+01,3.884375000000000000e+01,3.909375000000000000e+01,4.050000000000000000e+01,4.251724137931034164e+01,4.323529411764705799e+01,4.432142857142856940e+01,4.488461538461538680e+01,4.406896551724138078e+01,4.286111111111111427e+01,4.215999999999999659e+01,4.142307692307691980e+01,4.084000000000000341e+01,4.073076923076923350e+01,4.112500000000000000e+01,4.062500000000000000e+01,3.971999999999999886e+01
3.861538461538461320e+01,3.770370370370370239e+01,3.778571428571428470e+01,3.842424242424242209e+01,3.737837837837837895e+01,3.724000000000000199e+01,3.692000000000000171e+01,3.728000000000000114e+01,3.750000000000000000e+01,3.797142857142856798e+01,3.867499999999999716e+01,4.182608695652174191e+01,4.117391304347825809e+01,4.079999999999999716e+01,4.040740740740740478e+01,4.255555555555555713e+01,4.191176470588235503e+01,4.095833333333333570e+01,4.060869565217391397e+01,4.009090909090909349e+01,4.016666666666666430e+01,3.957142857142856940e+01,3.907894736842105488e+01,3.963636363636363313e+01
3.900000000000000000e+01,3.943478260869564878e+01,3.885714285714285410e+01,3.837500000000000000e+01,3.824390243902438868e+01,3.789285714285714590e+01,3.886956521739130466e+01,3.880769230769230660e+01,3.904347826086956275e+01,4.009375000000000000e+01,4.064864864864864558e+01,4.215384615384615330e+01,4.375000000000000000e+01,4.341379310344827758e+01,4.374074074074074048e+01,4.422580645161290391e+01,4.329545454545454675e+01,4.167857142857143060e+01,4.221739130434782794e+01,4.213043478260869534e+01,4.050000000000000000e+01,4.136363636363636687e+01,4.097500000000000142e+01,4.050000000000000000e+01
4.126923076923076650e+01,4.033333333333333570e+01,3.959259259259259522e+01,3.927272727272727337e+01,3.986842105263158231e+01,3.980952380952381020e+01,3.857575757575757791e+01,3.952000000000000313e+01,3.937931034482758719e+01,3.997222222222222143e+01,4.179487179487179560e+01,4.366666666666666430e+01,4.429629629629629761e+01,4.503448275862069039e+01,4.467857142857143060e+01,4.360714285714285410e+01,4.314285714285714590e+01,4.315384615384615330e+01,4.223076923076923350e+01,4.215999999999999659e+01,4.166666666666666430e+01,4.051612903225806406e+01,4.183333333333333570e+01,4.038461538461538680e+01
3.996153846153845990e+01,4.011999999999999744e+01,3.954166666666666430e+01,3.808571428571428896e+01,4.000000000000000000e+01,3.828000000000000114e+01,3.850000000000000000e+01,3.903448275862069039e+01,3.748387096774193594e+01,3.866666666666666430e+01,4.095348837209302673e+01,4.255172413793103203e+01,4.248275862068965836e+01,4.259259259259259522e+01,4.308823529411764497e+01,4.323333333333333428e+01,4.402702702702702453e+01,4.400000000000000000e+01,4.267999999999999972e+01,4.148148148148148096e+01,4.300000000000000000e+01,4.289999999999999858e+01,4.225581395348837077e+01,4.210714285714285410e+01
4.238461538461538680e+01,4.150000000000000000e+01,4.185185185185185475e+01,4.246153846153845990e+01,4.263829787234042357e+01,4.185000000000000142e+01,4.161764705882352899e+01,4.370967741935483986e+01,4.272413793103448398e+01,4.444117647058823195e+01,4.441860465116278789e+01,4.522580645161290391e+01,4.563636363636363313e+01,4.604166666666666430e+01,4.600000000000000000e+01,4.566666666666666430e+01,4.535135135135135442e+01,4.496296296296296191e+01,4.451612903225806406e+01,4.410000000000000142e+01,4.407407407407407618e+01,4.305714285714285694e+01,4.295652173913043725e+01,4.203333333333333144e+01
4.076666666666666572e+01,4.025000000000000000e+01,4.192592592592592382e+01,4.164864864864864558e+01,4.086842105263158231e+01,4.093939393939393767e+01,4.058620689655172242e+01,4.094594594594594383e+01,4.089655172413792883e+01,4.128571428571428470e+01,4.225000000000000000e+01,4.334375000000000000e+01,4.420833333333333570e+01,4.491666666666666430e+01,4.585714285714285410e+01,4.520588235294117396e+01,4.476315789473684248e+01,4.300000000000000000e+01,4.296428571428571530e+01,4.271428571428571530e+01,4.131034482758620641e+01,4.141666666666666430e+01,4.232500000000000284e+01,4.125925925925925952e+01
4.084375000000000000e+01,4.137931034482758719e+01,4.063333333333333286e+01,4.000000000000000000e+01,4.010869565217391397e+01,3.880645161290322420e+01,3.910000000000000142e+01,4.029166666666666430e+01,4.014814814814814525e+01,3.961764705882352899e+01,4.093181818181817988e+01,4.243478260869564878e+01,4.445454545454545325e+01,4.468181818181817988e+01,4.496000000000000085e+01,4.415789473684210265e+01,4.286956521739130466e+01,4.203125000000000000e+01,4.086206896551723844e+01,4.079999999999999716e+01,4.052173913043478137e+01,4.065517241379310320e+01,4.105555555555555713e+01,4.013793103448276156e+01
3.982608695652174191e+01,4.048275862068965836e+01,3.984000000000000341e+01,4.000000000000000000e+01,4.063636363636363313e+01,3.893548387096774377e+01,4.012500000000000000e+01,4.025925925925925952e+01,3.976923076923076650e+01,4.059375000000000000e+01,4.142499999999999716e+01,4.232000000000000028e+01,4.373076923076923350e+01,4.360714285714285410e+01,4.346666666666666856e+01,4.300000000000000000e+01,4.270270270270270174e+01,3.985185185185185475e+01,4.196296296296296191e+01,4.035714285714285410e+01,3.992307692307691980e+01,3.930303030303030454e+01,3.928571428571428470e+01,3.906896551724138078e+01
