STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00040693,BERKELEY CA US,20101003,-6.66,-6.66,-6.66,0.06,0.0,17.09,0.0,83,45,14,5,0,0,0,0,0,0,0,0,0,63.5,21.4,74.2,52.8,4.5,7.1,7.3,3.5
GHCND:USC00040693,BERKELEY CA US,20101004,-6.66,-6.66,-6.66,0.08,0.0,17.11,0.0,85,47,15,6,0,0,0,0,0,0,0,0,0,63.4,21.4,74.1,52.7,4.5,7.1,7.3,3.5
GHCND:USC00040693,BERKELEY CA US,20101005,-6.66,-6.66,-6.66,0.11,0.0,17.14,0.0,87,48,16,6,0,0,0,0,0,0,0,0,0,63.3,21.4,74.0,52.6,4.6,7.1,7.3,3.5
GHCND:USC00040693,BERKELEY CA US,20101006,-6.66,-6.66,-6.66,0.13,0.0,17.16,0.0,89,50,17,7,0,0,0,0,0,0,0,0,0,63.3,21.4,74.0,52.6,4.6,7.0,7.3,3.6
GHCND:USC00040693,BERKELEY CA US,20101007,-6.66,-6.66,-6.66,0.15,0.0,17.18,0.0,92,52,18,7,0,0,0,0,0,0,0,0,0,63.2,21.4,73.9,52.5,4.6,7.0,7.3,3.6
GHCND:USC00040693,BERKELEY CA US,20101008,-6.66,-6.66,-6.66,0.18,0.0,17.21,0.0,94,54,19,7,0,0,0,0,0,0,0,0,0,63.1,21.4,73.8,52.4,4.6,7.0,7.3,3.6
GHCND:USC00040693,BERKELEY CA US,20101009,-6.66,-6.66,-6.66,0.21,0.0,17.24,0.0,96,56,20,8,0,0,0,0,0,0,0,0,0,63.0,21.3,73.7,52.4,4.6,6.9,7.3,3.6
GHCND:USC00040693,BERKELEY CA US,20101010,-6.66,-6.66,-6.66,0.23,0.0,17.26,0.0,99,58,22,9,0,0,0,0,0,0,0,0,0,62.9,21.3,73.6,52.3,4.6,6.9,7.2,3.6
GHCND:USC00040693,BERKELEY CA US,20101011,-6.66,-6.66,-6.66,0.27,0.0,17.30,0.0,102,61,23,9,0,0,0,0,0,0,0,0,0,62.8,21.3,73.5,52.2,4.6,6.9,7.2,3.6
GHCND:USC00040693,BERKELEY CA US,20101012,-6.66,-6.66,-6.66,0.30,0.0,17.33,0.0,105,63,24,9,0,0,0,0,0,0,0,0,0,62.7,21.3,73.4,52.1,4.6,6.8,7.2,3.6
GHCND:USC00040693,BERKELEY CA US,20101013,-6.66,-6.66,-6.66,0.34,0.0,17.37,0.0,108,65,26,10,0,0,0,0,0,0,0,0,0,62.6,21.2,73.2,52.0,4.6,6.8,7.2,3.6
GHCND:USC00040693,BERKELEY CA US,20101014,0.05,0.16,0.55,0.37,0.0,17.40,0.0,112,68,27,10,0,0,0,0,0,0,0,0,0,62.5,21.2,73.1,51.9,4.6,6.7,7.1,3.6
GHCND:USC00040693,BERKELEY CA US,20101015,0.05,0.16,0.56,0.41,0.0,17.44,0.0,115,71,29,11,0,0,0,0,0,0,0,0,0,62.4,21.2,73.0,51.8,4.6,6.7,7.1,3.7
GHCND:USC00040693,BERKELEY CA US,20101016,0.05,0.17,0.57,0.45,0.0,17.48,0.0,118,74,30,11,0,0,0,0,0,0,0,0,0,62.3,21.1,72.8,51.7,4.6,6.7,7.1,3.7
GHCND:USC00040693,BERKELEY CA US,20101017,0.05,0.17,0.57,0.50,0.0,17.53,0.0,122,77,32,12,0,0,0,0,0,0,0,0,0,62.1,21.1,72.7,51.6,4.6,6.6,7.1,3.7
GHCND:USC00040693,BERKELEY CA US,20101018,0.05,0.17,0.58,0.54,0.0,17.57,0.0,126,80,34,12,0,0,0,0,0,0,0,0,0,62.0,21.1,72.5,51.5,4.6,6.6,7.0,3.7
GHCND:USC00040693,BERKELEY CA US,20101019,0.05,0.17,0.58,0.59,0.0,17.62,0.0,131,83,36,13,0,0,0,0,0,0,0,0,0,61.8,21.0,72.3,51.3,4.6,6.6,7.0,3.7
GHCND:USC00040693,BERKELEY CA US,20101020,0.05,0.17,0.59,0.64,0.0,17.67,0.0,135,87,38,13,0,0,0,0,0,0,0,0,0,61.7,21.0,72.2,51.2,4.5,6.5,7.0,3.7
GHCND:USC00040693,BERKELEY CA US,20101021,0.05,0.17,0.59,0.69,0.0,17.72,0.0,140,91,39,14,0,0,0,0,0,0,0,0,0,61.5,20.9,72.0,51.1,4.5,6.5,6.9,3.7
GHCND:USC00040693,BERKELEY CA US,20101022,0.05,0.18,0.59,0.74,0.0,17.77,0.0,145,94,41,14,0,0,0,0,0,0,0,0,0,61.3,20.8,71.8,50.9,4.5,6.4,6.9,3.7
GHCND:USC00040693,BERKELEY CA US,20101023,0.05,0.18,0.60,0.80,0.0,17.83,0.0,150,98,43,14,0,0,0,0,0,0,0,0,0,61.2,20.8,71.6,50.8,4.5,6.4,6.8,3.7
GHCND:USC00040693,BERKELEY CA US,20101024,0.05,0.18,0.60,0.87,0.0,17.90,0.0,155,102,45,15,0,0,0,0,0,0,0,0,0,61.0,20.7,71.3,50.6,4.5,6.4,6.8,3.7
GHCND:USC00040693,BERKELEY CA US,20101025,0.05,0.18,0.60,0.93,0.0,17.96,0.0,160,106,47,15,0,0,0,0,0,0,0,0,0,60.8,20.6,71.1,50.5,4.5,6.3,6.8,3.8
GHCND:USC00040693,BERKELEY CA US,20101026,0.05,0.18,0.60,0.99,0.0,18.02,0.0,165,110,49,15,0,0,0,0,0,0,0,0,0,60.6,20.5,70.9,50.3,4.5,6.3,6.7,3.8
GHCND:USC00040693,BERKELEY CA US,20101027,0.05,0.18,0.60,1.07,0.0,18.10,0.0,170,114,51,16,0,0,0,0,0,0,0,0,0,60.4,20.5,70.6,50.2,4.5,6.2,6.7,3.8
GHCND:USC00040693,BERKELEY CA US,20101028,0.05,0.18,0.60,1.13,0.0,18.16,0.0,176,118,53,16,0,0,0,0,0,0,0,0,0,60.2,20.4,70.4,50.0,4.5,6.2,6.7,3.8
GHCND:USC00040693,BERKELEY CA US,20101029,0.05,0.18,0.60,1.21,0.0,18.24,0.0,181,122,55,17,0,0,0,0,0,0,0,0,0,60.0,20.3,70.1,49.8,4.5,6.1,6.6,3.9
GHCND:USC00040693,BERKELEY CA US,20101030,0.05,0.18,0.60,1.29,0.0,18.32,0.0,186,126,56,17,0,0,0,0,0,0,0,0,0,59.7,20.2,69.8,49.7,4.5,6.1,6.6,3.9
GHCND:USC00040693,BERKELEY CA US,20101031,0.06,0.19,0.61,1.37,0.0,18.40,0.0,191,130,58,18,0,0,0,0,0,0,0,0,0,59.5,20.1,69.6,49.5,4.5,6.0,6.6,3.9
GHCND:USC00040693,BERKELEY CA US,20101101,0.06,0.19,0.61,0.09,0.0,18.49,0.0,195,134,60,18,0,0,0,0,0,0,0,0,0,59.3,20.0,69.3,49.3,4.5,6.0,6.5,4.0
GHCND:USC00040693,BERKELEY CA US,20101102,0.06,0.20,0.61,0.19,0.0,18.59,0.0,200,138,62,18,0,0,0,0,0,0,0,0,0,59.0,19.9,69.0,49.1,4.5,5.9,6.5,4.0
GHCND:USC00040693,BERKELEY CA US,20101103,0.06,0.20,0.62,0.28,0.0,18.68,0.0,205,142,64,19,0,0,0,0,0,0,0,0,0,58.8,19.7,68.7,48.9,4.5,5.9,6.5,4.1
GHCND:USC00040693,BERKELEY CA US,20101104,0.06,0.20,0.62,0.38,0.0,18.78,0.0,210,146,66,19,0,0,0,0,0,0,0,0,0,58.6,19.6,68.4,48.7,4.5,5.8,6.4,4.1
GHCND:USC00040693,BERKELEY CA US,20101105,0.07,0.21,0.62,0.48,0.0,18.88,0.0,214,151,68,20,0,0,0,0,0,0,0,0,0,58.3,19.5,68.1,48.6,4.5,5.8,6.4,4.1
GHCND:USC00040693,BERKELEY CA US,20101106,0.07,0.21,0.63,0.58,0.0,18.98,0.0,220,155,70,20,0,0,0,0,0,0,0,0,0,58.1,19.4,67.8,48.4,4.5,5.7,6.3,4.2
GHCND:USC00040693,BERKELEY CA US,20101107,0.07,0.21,0.63,0.68,0.0,19.08,0.0,225,159,73,20,0,0,0,0,0,0,0,0,0,57.8,19.3,67.4,48.2,4.5,5.7,6.3,4.2
GHCND:USC00040693,BERKELEY CA US,20101108,0.07,0.22,0.63,0.77,0.0,19.17,0.0,230,163,75,21,0,0,0,0,0,0,0,0,0,57.5,19.1,67.1,48.0,4.5,5.6,6.2,4.2
GHCND:USC00040693,BERKELEY CA US,20101109,0.07,0.22,0.63,0.87,0.0,19.27,0.0,235,167,76,21,0,0,0,0,0,0,0,0,0,57.3,19.0,66.8,47.8,4.5,5.6,6.2,4.3
GHCND:USC00040693,BERKELEY CA US,20101110,0.07,0.22,0.63,0.97,0.0,19.37,0.0,239,171,78,22,0,0,0,0,0,0,0,0,0,57.0,18.9,66.5,47.6,4.5,5.5,6.1,4.3
GHCND:USC00040693,BERKELEY CA US,20101111,0.08,0.23,0.63,1.08,0.0,19.48,0.0,244,175,80,22,0,0,0,0,0,0,0,0,0,56.8,18.8,66.1,47.4,4.5,5.5,6.1,4.3
GHCND:USC00040693,BERKELEY CA US,20101112,0.08,0.23,0.63,1.18,0.0,19.58,0.0,248,179,82,23,0,0,0,0,0,0,0,0,0,56.5,18.6,65.8,47.2,4.5,5.4,6.0,4.3
GHCND:USC00040693,BERKELEY CA US,20101113,0.08,0.23,0.63,1.29,0.0,19.69,0.0,253,183,84,23,0,0,0,0,0,0,0,0,0,56.3,18.5,65.5,47.0,4.4,5.4,5.9,4.3
GHCND:USC00040693,BERKELEY CA US,20101114,0.08,0.23,0.62,1.39,0.0,19.79,0.0,257,187,85,23,0,0,0,0,0,0,0,0,0,56.0,18.4,65.2,46.8,4.4,5.3,5.8,4.3
GHCND:USC00040693,BERKELEY CA US,20101115,0.08,0.24,0.62,1.50,0.0,19.90,0.0,262,191,87,24,0,0,0,0,0,0,0,0,0,55.7,18.2,64.9,46.6,4.4,5.3,5.8,4.4
GHCND:USC00040693,BERKELEY CA US,20101116,0.08,0.24,0.62,1.61,0.0,20.01,0.0,266,194,89,24,0,0,0,0,0,0,0,0,0,55.5,18.1,64.5,46.4,4.4,5.2,5.7,4.4
GHCND:USC00040693,BERKELEY CA US,20101117,0.08,0.24,0.62,1.73,0.0,20.13,0.0,270,198,90,25,0,0,0,0,0,0,0,0,0,55.2,18.0,64.2,46.3,4.3,5.2,5.6,4.4
GHCND:USC00040693,BERKELEY CA US,20101118,0.09,0.25,0.61,1.84,0.0,20.24,0.0,274,201,91,25,0,0,0,0,0,0,0,0,0,55.0,17.8,63.9,46.1,4.3,5.1,5.6,4.4
GHCND:USC00040693,BERKELEY CA US,20101119,0.09,0.25,0.61,1.96,0.0,20.36,0.0,278,205,93,25,0,0,0,0,0,0,0,0,0,54.7,17.7,63.6,45.9,4.3,5.1,5.5,4.4
GHCND:USC00040693,BERKELEY CA US,20101120,0.09,0.25,0.61,2.08,0.0,20.48,0.0,282,208,94,26,0,0,0,0,0,0,0,0,0,54.5,17.6,63.3,45.7,4.3,5.1,5.5,4.4
GHCND:USC00040693,BERKELEY CA US,20101121,0.09,0.26,0.61,2.19,0.0,20.59,0.0,285,211,96,27,0,0,0,0,0,0,0,0,0,54.3,17.5,63.0,45.5,4.3,5.1,5.4,4.4
GHCND:USC00040693,BERKELEY CA US,20101122,0.09,0.26,0.60,2.31,0.0,20.71,0.0,289,214,97,27,0,0,0,0,0,0,0,0,0,54.0,17.4,62.7,45.4,4.2,5.0,5.4,4.4
GHCND:USC00040693,BERKELEY CA US,20101123,0.09,0.27,0.61,2.42,0.0,20.82,0.0,292,217,99,28,0,0,0,0,0,0,0,0,0,53.8,17.2,62.4,45.2,4.2,5.0,5.3,4.5
GHCND:USC00040693,BERKELEY CA US,20101124,0.09,0.27,0.61,2.54,0.0,20.94,0.0,296,220,100,28,0,0,0,0,0,0,0,0,0,53.6,17.1,62.2,45.0,4.2,5.0,5.2,4.5
GHCND:USC00040693,BERKELEY CA US,20101125,0.10,0.27,0.61,2.66,0.0,21.06,0.0,299,223,102,29,0,0,0,0,0,0,0,0,0,53.4,17.0,61.9,44.9,4.2,5.0,5.2,4.5
GHCND:USC00040693,BERKELEY CA US,20101126,0.10,0.28,0.61,2.78,0.0,21.18,0.0,301,225,103,29,0,0,0,0,0,0,0,0,0,53.2,16.9,61.6,44.7,4.1,5.0,5.1,4.5
GHCND:USC00040693,BERKELEY CA US,20101127,0.10,0.28,0.61,2.91,0.0,21.31,0.0,304,228,104,30,0,0,0,0,0,0,0,0,0,53.0,16.8,61.4,44.6,4.1,4.9,5.0,4.5
GHCND:USC00040693,BERKELEY CA US,20101128,0.10,0.28,0.61,3.03,0.0,21.43,0.0,307,230,106,30,0,0,0,0,0,0,0,0,0,52.8,16.7,61.1,44.4,4.1,4.9,5.0,4.5
GHCND:USC00040693,BERKELEY CA US,20101129,0.10,0.29,0.61,3.17,0.0,21.57,0.0,310,232,107,31,0,0,0,0,0,0,0,0,0,52.6,16.6,60.9,44.3,4.0,4.9,4.9,4.5
GHCND:USC00040693,BERKELEY CA US,20101130,0.10,0.29,0.61,3.30,0.0,21.70,0.0,313,234,107,31,0,0,0,0,0,0,0,0,0,52.4,16.6,60.7,44.1,4.0,4.9,4.9,4.5
GHCND:USC00040693,BERKELEY CA US,20101201,0.10,0.29,0.61,0.15,0.0,21.85,0.0,316,236,108,32,0,0,0,0,0,0,0,0,0,52.2,16.5,60.5,44.0,4.0,4.9,4.8,4.5
GHCND:USC00040693,BERKELEY CA US,20101202,0.10,0.29,0.61,0.30,0.0,22.00,0.0,319,237,109,32,0,0,0,0,0,0,0,0,0,52.1,16.4,60.3,43.9,4.0,4.8,4.8,4.5
GHCND:USC00040693,BERKELEY CA US,20101203,0.09,0.29,0.61,0.44,0.0,22.14,0.0,322,238,110,32,0,0,0,0,0,0,0,0,0,51.9,16.3,60.1,43.7,4.0,4.8,4.7,4.5
GHCND:USC00040693,BERKELEY CA US,20101204,0.09,0.29,0.61,0.59,0.0,22.29,0.0,324,240,110,33,0,0,0,0,0,0,0,0,0,51.7,16.3,59.9,43.6,3.9,4.8,4.7,4.5
GHCND:USC00040693,BERKELEY CA US,20101205,0.09,0.29,0.61,0.75,0.0,22.45,0.0,327,241,111,34,0,0,0,0,0,0,0,0,0,51.6,16.2,59.7,43.5,3.9,4.7,4.6,4.5
GHCND:USC00040693,BERKELEY CA US,20101206,0.09,0.29,0.61,0.91,0.0,22.61,0.0,329,243,111,34,0,0,0,0,0,0,0,0,0,51.5,16.2,59.5,43.4,3.9,4.7,4.6,4.5
GHCND:USC00040693,BERKELEY CA US,20101207,0.09,0.29,0.62,1.07,0.0,22.77,0.0,331,244,112,35,0,0,0,0,0,0,0,0,0,51.3,16.1,59.4,43.3,3.9,4.7,4.5,4.6
GHCND:USC00040693,BERKELEY CA US,20101208,0.09,0.29,0.62,1.23,0.0,22.93,0.0,334,245,113,36,0,0,0,0,0,0,0,0,0,51.2,16.1,59.2,43.2,3.9,4.7,4.5,4.6
GHCND:USC00040693,BERKELEY CA US,20101209,0.09,0.29,0.62,1.39,0.0,23.09,0.0,336,246,113,36,0,0,0,0,0,0,0,0,0,51.1,16.0,59.1,43.1,3.9,4.7,4.5,4.6
GHCND:USC00040693,BERKELEY CA US,20101210,0.09,0.29,0.62,1.55,0.0,23.25,0.0,338,246,113,37,0,0,0,0,0,0,0,0,0,51.0,16.0,58.9,43.0,3.9,4.7,4.5,4.6
GHCND:USC00040693,BERKELEY CA US,20101211,0.09,0.29,0.62,1.71,0.0,23.41,0.0,339,247,113,37,0,0,0,0,0,0,0,0,0,50.8,16.0,58.8,42.9,3.9,4.6,4.5,4.6
GHCND:USC00040693,BERKELEY CA US,20101212,0.09,0.29,0.62,1.86,0.0,23.56,0.0,340,246,113,37,0,0,0,0,0,0,0,0,0,50.7,15.9,58.7,42.8,3.9,4.6,4.5,4.7
GHCND:USC00040693,BERKELEY CA US,20101213,0.08,0.29,0.62,2.02,0.0,23.72,0.0,341,246,113,38,0,0,0,0,0,0,0,0,0,50.6,15.9,58.6,42.7,4.0,4.6,4.5,4.7
GHCND:USC00040693,BERKELEY CA US,20101214,0.08,0.29,0.62,2.18,0.0,23.88,0.0,342,246,113,38,0,0,0,0,0,0,0,0,0,50.6,15.9,58.5,42.6,4.0,4.6,4.5,4.7
GHCND:USC00040693,BERKELEY CA US,20101215,0.08,0.29,0.62,2.35,0.0,24.05,0.0,342,245,113,39,0,0,0,0,0,0,0,0,0,50.5,15.9,58.4,42.5,4.0,4.6,4.5,4.8
GHCND:USC00040693,BERKELEY CA US,20101216,0.08,0.28,0.62,2.51,0.0,24.21,0.0,342,244,113,40,0,0,0,0,0,0,0,0,0,50.4,15.9,58.3,42.5,4.0,4.6,4.5,4.8
GHCND:USC00040693,BERKELEY CA US,20101217,0.08,0.28,0.63,2.68,0.0,24.38,0.0,343,244,113,40,0,0,0,0,0,0,0,0,0,50.3,15.9,58.2,42.4,4.0,4.6,4.4,4.8
GHCND:USC00040693,BERKELEY CA US,20101218,0.08,0.28,0.63,2.85,0.0,24.55,0.0,343,243,113,41,0,0,0,0,0,0,0,0,0,50.2,15.9,58.2,42.3,4.0,4.6,4.4,4.8
GHCND:USC00040693,BERKELEY CA US,20101219,0.08,0.28,0.63,3.02,0.0,24.72,0.0,343,242,113,41,0,0,0,0,0,0,0,0,0,50.2,15.9,58.1,42.3,4.0,4.6,4.4,4.8
GHCND:USC00040693,BERKELEY CA US,20101220,0.08,0.27,0.63,3.20,0.0,24.90,0.0,343,241,112,41,0,0,0,0,0,0,0,0,0,50.1,15.9,58.0,42.2,4.0,4.6,4.4,4.8
GHCND:USC00040693,BERKELEY CA US,20101221,0.07,0.27,0.63,3.39,0.0,25.09,0.0,344,241,112,42,0,0,0,0,0,0,0,0,0,50.1,15.9,58.0,42.1,4.0,4.6,4.4,4.8
GHCND:USC00040693,BERKELEY CA US,20101222,0.07,0.27,0.63,3.57,0.0,25.27,0.0,344,240,111,42,0,0,0,0,0,0,0,0,0,50.0,15.9,57.9,42.1,4.0,4.6,4.4,4.8
GHCND:USC00040693,BERKELEY CA US,20101223,0.07,0.26,0.63,3.75,0.0,25.45,0.0,344,239,111,42,0,0,0,0,0,0,0,0,0,50.0,15.9,57.9,42.0,4.0,4.6,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101224,0.07,0.26,0.62,3.92,0.0,25.62,0.0,344,238,110,42,0,0,0,0,0,0,0,0,0,49.9,15.9,57.9,42.0,4.0,4.6,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101225,0.07,0.25,0.62,4.10,0.0,25.80,0.0,345,238,110,43,0,0,0,0,0,0,0,0,0,49.9,15.9,57.8,41.9,4.1,4.7,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101226,0.07,0.25,0.62,4.26,0.0,25.96,0.0,347,238,110,43,0,0,0,0,0,0,0,0,0,49.9,15.9,57.8,41.9,4.1,4.7,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101227,0.07,0.25,0.62,4.43,0.0,26.13,0.0,349,239,110,44,0,0,0,0,0,0,0,0,0,49.8,15.9,57.8,41.9,4.1,4.7,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101228,0.07,0.24,0.62,4.58,0.0,26.28,0.0,349,239,110,44,0,0,0,0,0,0,0,0,0,49.8,15.9,57.8,41.8,4.1,4.7,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101229,0.07,0.24,0.62,4.74,0.0,26.44,0.0,351,239,110,45,0,0,0,0,0,0,0,0,0,49.8,15.9,57.7,41.8,4.1,4.7,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101230,0.07,0.24,0.62,4.89,0.0,26.59,0.0,352,240,110,45,0,0,0,0,0,0,0,0,0,49.8,16.0,57.7,41.8,4.1,4.7,4.5,4.9
GHCND:USC00040693,BERKELEY CA US,20101231,0.07,0.23,0.61,5.04,0.0,26.74,0.0,352,241,110,45,0,0,0,0,0,0,0,0,0,49.7,16.0,57.7,41.7,4.1,4.8,4.5,4.9
